Title,Summary,Date
کارگران بخوانند / در جلسه شورای عالی کار چه گذشت؟,عضو هیات مدیره کانون عالی کارفرمایی ایران گفت: وزرای محترم عضو شورای عالی کار در جلسه ماقبل آخر و جلسه آخر شخصا حاضر بوده و با تبیین اقدامات و سیاست دولت محترم برای کنترل تورم و نقدینگی نظراتشان را اعلام کردند و البته هیچ یک از اعضای دولتی عدد ریالی افزایش و درصد را اعلام نکردند. بعد از حدود ۱۱ ساعت مذاکره فشرده نهایتا حدود ساعت ۲ بامداد با حضور همه اعضا شورا، پیشنهاد افزایش ۳۵ درصدی مزد مطرح و به تایید گروه دولتی و کارفرمایی عضو شورای عالی کار رسید و در نهایت مزد ۱۴۰۳ کارگران نعیین شد.,1403/01/06
حقوق بگیران در سال ۱۴۰۳ چقدر باید مالیات بدهند؟,سقف معافیت مالیاتی حقوق بگیران در سال جاری ۱۲ میلیون تومان در ماه تعیین شده است.,1403/01/06
مصوبه افزایش حقوق کارگران در سال ۱۴۰۳ باطل می‌شود؟,دبیرکل خانه کارگر اظهار کرد: مقامات اقتصادی دولت بدانند افزایش مزد کارگران در بلندمدت اثر ضدتورمی دارد و بازدارنده از رکود است.,1403/01/06
رقم سنوات سال ۱۴۰۳ اعلام شد + جدول,رقم سنوات سال ۱۴۰۳ اعلام شد.,1403/01/06
رشد نقدینگی به ۲۵.۶ درصد کاهش یافت, نرخ رشد نقدینگی بر اساس آمار مقدماتی در سال ۱۴۰۲ به ۲۵.۶ درصد کاهش پیدا کرد، در حالی که اواخر دولت گذشته بیش از ۴۰ درصد بود.,1403/01/05
مخبر: رفع ناترازی‌ها از اصلی‌ترین راهبردهای دولت است,معاون اول رئیس‌جمهور در گفت‌وگویی به تشریح اقدامات سال گذشته دولت و برنامه‌های سال جدید برای تحقق شعار سال پرداخت.,1403/01/05
حداقل دستمزد کارگران در سال ۱۴۰۳ چقدر افزایش پیدا کرد؟,معاون وزیر تعاون، کار و رفاه اجتماعی از افزایش ١٧٠ درصدی حداقل حقوق کارگران در دولت سیزدهم خبر داد و گفت: در ابتدای دولت سیزدهم حداقل دستمزد ماهانه کارگران تنها ٢ میلیون و ۶۵۶ هزار تومان بود که پس از گذشت حدود دو و نیم سال به ٧ میلیون و ١۶۶ هزار تومان و حداقل دریافتی کارگران به ١١ میلیون و ١٠٧ هزار تومان رسیده است.,1403/01/05
انتصاب جدید در حوزه یارانه,معاون رئیس‌جمهور و رئیس سازمان برنامه و بودجه کشور در جلسه شورای معاونان و مدیران این سازمان، سرپرست سازمان هدفمندسازی یارانه‌ها را منصوب کرد.,1403/01/05
معاون رئیسی: در پایان ۱۴۰۷ تورم را تک رقمی می‌کنیم,معاون پارلمانی رئیس‌جمهور گفت: برنامه هفتم توسعه از سال ۱۴۰۳ آغاز شده و تا ۱۴۰۷ ادامه دارد و ما گفته‌ایم در پایان ۱۴۰۷ تورم باید تک رقمی شود.,1403/01/05
زمان آغاز مرحله سوم طرح کالابرگ الکترونیک اعلام شد,مرحله دوم طرح فجرانه الکترونیک در حالی تا ۱۷ فروردین‌ماه ادامه دارد که مرحله سوم آن نیز از ۱۸ فروردین ماه آغاز خواهد شد؛ طرحی که «شرط ۲۰۰ هزار تومان خرید از یارانه» حذف شده و اعتبار تشویقی مشمولان از ۱۲۰ به ۲۲۰ هزار تومان افزایش یافته است.,1403/01/05
حداقل حقوق کارگر ایرانی به دلار چقدر می‌شود؟,از سال ۱۳۹۶ به این سو، حداقل دستمزد کارگر ایرانی نسبت به دلار کاهش بی‌سابقه‌ای را تجربه کرده است.,1403/01/04
فوری؛ خبر مهم وزارت کار درباره تغییر در رقم دستمزد ۱۴۰۳ کارگران/ جزییات مصوبه جدید حداقل دستمزد کارگران اعلام شد,معاون روابط کار وزارت تعاون، کار و رفاه اجتماعی جزئیات مصوبه حداقل دستمزد کارگران در سال ۱۴۰۳ را تشریح کرد.,1403/01/04
بازخوانی اقتصاد ایران در سالی که گذشت,در این ویدئو نرخ بیکاری و مشارکت اقتصادی در سال گذشته را بررسی خواهیم کرد.,1403/01/04
فوری / آغاز پرداخت معوقات بازنشستگان,مدیرعامل صندوق بازنشستگی کشوری از اختصاص ۹ همت منابع مالی به بازنشستگان کشوری از جمله وزارت بهداشت و دانشگاه علوم پزشکی خبر داد.,1403/01/04
علت واریز نشدن سود سهام عدالت متوفیان چه بود؟,مراجعی که برای انتقال سهام عدالت متوفیان به وراث اعلام شد ۴۴ کارگزاری منتخب و شعب منتخب ۴ بانک بوده و بحث دفاتر پیشخوان مطرح نبود. جلساتی با قوه قضائیه در رابطه با دفاتر پیشخوان دولت داریم تا قوه قضائیه اطلاعات افراد را به شرکت سپرده‌گذاری مرکزی بدهد و سپس ما نیز کار تقسیم و بعد پرداخت سود سهام را داشته باشیم.,1403/01/04
فرمول تعیین دستمزد کارگران تغییر می‌کند؟,یک کارشناس بازار کار می‌گوید: من بعید می‌دانم که شیوه تعیین حقوق کارگران بخواهد تغییر کند. این حق کارگران است که برای پیگیری مطالبات‌شان و نیز دستمزد، در میز مذاکرات حضور داشته باشند. حضور آنها باید به رسمیت شناخته شده باشد.,1403/01/04
جزییات مصوبه حداقل دستمزد کارگران در سال ۱۴۰۳ اعلام شد,معاون روابط کار وزارت تعاون، کار و رفاه اجتماعی جزئیات مصوبه حداقل دستمزد کارگران در سال ۱۴۰۳ را تشریح کرد.,1403/01/03
کارگران بخوانند / افزایش دستمزد بیش از ۳۵ درصد امکان‌پذیر بود,نماینده کارفرمایان در شورای عالی کار معتقد است که اگر گروه کارگری جلسه شورای عالی کار را ترک نمی‌کردند و می ماندند و برای منافع بخش کارگری چانه زنی بیشتری می‌کردند امکان اینکه عدد و رقم دستمزد بالاتر برود، وجود داشت.,1403/01/03
آب از سر معیشت کارگران گذشته است,علیرضا میرغفاری (عضو شورای عالی کار) به اعلام افزایش حداقل مزد ۳۵ درصدی برای سال ۱۴۰۳ واکنش نشان داده و بحث‌هایی را در تبیین چرایی خروج بدون امضای نمایندگان کارگری در آخرین جلسه شورای عالی کار سال ۱۴۰۲ این شورا مطرح کرد. ,1403/01/03
پرسودترین بازار در سال ۱۴۰۳ کدام است؟,سال ۱۴۰۲ با صدرنشینی سپرده بانکی با بازده ۳۱ درصدی پایان یافت و پس از سکه و دلار به ترتیب با کسب رشد ۳۰ و ۲۶ درصدی در رتبه‌های بعدی جای گرفتند. اما پربازده‌ترین بازار در سال ۱۴۰۳ کدام است؟,1403/01/02
خبر مهم برای بیمه‌شدگان تامین اجتماعی / این سوابق بیمه را می‌توانید بخرید,طرح بیمه دانشجویی بیمه تامین‌اجتماعی برای تمامی دانشجویان کشور در هر مقطع تحصیلی و دانشگاهی که مشغول تحصیل هستند، به عنوان یکی از خدمات سازمان تامین اجتماعی محسوب می‌شود که افراد می‌توانند با انعقاد قرارداد و پرداخت حق‌بیمه، تحت پوشش بیمه تأمین‌اجتماعی قرار گیرند و سال‌های تحصیلات دانشگاهی برای آنها به ‌عنوان سابقه بیمه‌پردازی محسوب می‌شود.,1403/01/02
جدول کامل حقوق و مزایای کارگران در سال ۱۴۰۳,جدول کامل حقوق کارگران در سال ۱۴۰۳ منتشر شد.,1403/01/02
افزایش حقوق کارگران ۳۵ درصد نیست!,آیت اسدی گفت: قرار بود موضوع محاسبه مزدهای بالای ۱۰ میلیون تومان در زمره پرداخت کنندگان مالیات ۱۰ درصدی طی لایحه‌ای که وزیر کار ارسال می‌کند، مورد تجدیدنظر قرار بگیرد، اما هنوز خبری از این لایحه نیامده است.,1403/01/02
